date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:06:52	14317/14317	---M-Z	200	added ('OK')	application/x-javascript	date:Sun,%2022%20Sep%202019%2006:07:26%20GMT	https://designseer.com/html/grit-demo/js/SmoothScroll.js	D:/Andrea/Andrewjr11/Altro/Programmazione/Html/Dom/Sito%20grit/designseer.com/html/grit-demo/js/SmoothScroll.js	(from https://designseer.com/html/grit-demo/)
09:06:52	44657/44657	---M-Z	200	added ('OK')	application/x-javascript	date:Sun,%2022%20Sep%202019%2006:07:26%20GMT	https://designseer.com/html/grit-demo/js/jquery.isotope.js	D:/Andrea/Andrewjr11/Altro/Programmazione/Html/Dom/Sito%20grit/designseer.com/html/grit-demo/js/jquery.isotope.js	(from https://designseer.com/html/grit-demo/)
09:06:52	54307/54307	---M-Z	200	added ('OK')	application/x-javascript	date:Sun,%2022%20Sep%202019%2006:07:26%20GMT	https://designseer.com/html/grit-demo/js/owl.carousel.js	D:/Andrea/Andrewjr11/Altro/Programmazione/Html/Dom/Sito%20grit/designseer.com/html/grit-demo/js/owl.carousel.js	(from https://designseer.com/html/grit-demo/)
09:06:52	9034/9034	---M-Z	200	added ('OK')	application/x-javascript	date:Sun,%2022%20Sep%202019%2006:07:26%20GMT	https://designseer.com/html/grit-demo/js/jquery.waypoints.min.js	D:/Andrea/Andrewjr11/Altro/Programmazione/Html/Dom/Sito%20grit/designseer.com/html/grit-demo/js/jquery.waypoints.min.js	(from https://designseer.com/html/grit-demo/)
09:06:53	4846/4846	---M-Z	200	added ('OK')	application/x-javascript	date:Sun,%2022%20Sep%202019%2006:07:26%20GMT	https://designseer.com/html/grit-demo/js/main.js	D:/Andrea/Andrewjr11/Altro/Programmazione/Html/Dom/Sito%20grit/designseer.com/html/grit-demo/js/main.js	(from https://designseer.com/html/grit-demo/)
09:06:53	8416/8416	---M-Z	200	added ('OK')	application/x-javascript	date:Sun,%2022%20Sep%202019%2006:07:26%20GMT	https://designseer.com/html/grit-demo/js/wow.min.js	D:/Andrea/Andrewjr11/Altro/Programmazione/Html/Dom/Sito%20grit/designseer.com/html/grit-demo/js/wow.min.js	(from https://designseer.com/html/grit-demo/)
09:06:53	20127/20127	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2022%20Sep%202019%2006:07:25%20GMT	https://designseer.com/html/grit-demo/fonts/glyphicons-halflings-regular.eot	D:/Andrea/Andrewjr11/Altro/Programmazione/Html/Dom/Sito%20grit/designseer.com/html/grit-demo/fonts/glyphicons-halflings-regular.eot	(from https://designseer.com/html/grit-demo/css/bootstrap.css)
09:06:53	20127/20127	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2022%20Sep%202019%2006:07:25%20GMT	https://designseer.com/html/grit-demo/fonts/glyphicons-halflings-regular.eot?	D:/Andrea/Andrewjr11/Altro/Programmazione/Html/Dom/Sito%20grit/designseer.com/html/grit-demo/fonts/glyphicons-halflings-regulard41d.eot	(from https://designseer.com/html/grit-demo/css/bootstrap.css)
09:06:54	18028/18028	---M--	200	added ('OK')	application/font-woff2	date:Sun,%2022%20Sep%202019%2006:07:25%20GMT	https://designseer.com/html/grit-demo/fonts/glyphicons-halflings-regular.woff2	D:/Andrea/Andrewjr11/Altro/Programmazione/Html/Dom/Sito%20grit/designseer.com/html/grit-demo/fonts/glyphicons-halflings-regular.woff2	(from https://designseer.com/html/grit-demo/css/bootstrap.css)
09:06:54	23424/23424	---M--	200	added ('OK')	x-font/woff	date:Sun,%2022%20Sep%202019%2006:07:25%20GMT	https://designseer.com/html/grit-demo/fonts/glyphicons-halflings-regular.woff	D:/Andrea/Andrewjr11/Altro/Programmazione/Html/Dom/Sito%20grit/designseer.com/html/grit-demo/fonts/glyphicons-halflings-regular.woff	(from https://designseer.com/html/grit-demo/css/bootstrap.css)
09:06:54	45404/45404	---M--	200	added ('OK')	x-font/ttf	date:Sun,%2022%20Sep%202019%2006:07:25%20GMT	https://designseer.com/html/grit-demo/fonts/glyphicons-halflings-regular.ttf	D:/Andrea/Andrewjr11/Altro/Programmazione/Html/Dom/Sito%20grit/designseer.com/html/grit-demo/fonts/glyphicons-halflings-regular.ttf	(from https://designseer.com/html/grit-demo/css/bootstrap.css)
09:06:54	109025/109025	---M-Z	200	added ('OK')	image/svg+xml	date:Sun,%2022%20Sep%202019%2006:07:25%20GMT	https://designseer.com/html/grit-demo/fonts/glyphicons-halflings-regular.svg	D:/Andrea/Andrewjr11/Altro/Programmazione/Html/Dom/Sito%20grit/designseer.com/html/grit-demo/fonts/glyphicons-halflings-regular.svg	(from https://designseer.com/html/grit-demo/css/bootstrap.css)
09:06:55	60767/60767	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2022%20Sep%202019%2006:07:25%20GMT	https://designseer.com/html/grit-demo/fonts/fontawesome-webfont.eot?v=4.3.0	D:/Andrea/Andrewjr11/Altro/Programmazione/Html/Dom/Sito%20grit/designseer.com/html/grit-demo/fonts/fontawesome-webfonte0a5.eot	(from https://designseer.com/html/grit-demo/css/font-awesome.css)
09:06:55	60767/60767	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2022%20Sep%202019%2006:07:25%20GMT	https://designseer.com/html/grit-demo/fonts/fontawesome-webfont.eot?	D:/Andrea/Andrewjr11/Altro/Programmazione/Html/Dom/Sito%20grit/designseer.com/html/grit-demo/fonts/fontawesome-webfontd41d.eot	(from https://designseer.com/html/grit-demo/css/font-awesome.css)
09:06:55	56780/56780	---M--	200	added ('OK')	application/font-woff2	date:Sun,%2022%20Sep%202019%2006:07:25%20GMT	https://designseer.com/html/grit-demo/fonts/fontawesome-webfont.woff2?v=4.3.0	D:/Andrea/Andrewjr11/Altro/Programmazione/Html/Dom/Sito%20grit/designseer.com/html/grit-demo/fonts/fontawesome-webfonte0a5.woff2	(from https://designseer.com/html/grit-demo/css/font-awesome.css)
09:06:55	71508/71508	---M--	200	added ('OK')	x-font/woff	date:Sun,%2022%20Sep%202019%2006:07:25%20GMT	https://designseer.com/html/grit-demo/fonts/fontawesome-webfont.woff?v=4.3.0	D:/Andrea/Andrewjr11/Altro/Programmazione/Html/Dom/Sito%20grit/designseer.com/html/grit-demo/fonts/fontawesome-webfonte0a5.woff	(from https://designseer.com/html/grit-demo/css/font-awesome.css)
09:06:55	122092/122092	---M--	200	added ('OK')	x-font/ttf	date:Sun,%2022%20Sep%202019%2006:07:25%20GMT	https://designseer.com/html/grit-demo/fonts/fontawesome-webfont.ttf?v=4.3.0	D:/Andrea/Andrewjr11/Altro/Programmazione/Html/Dom/Sito%20grit/designseer.com/html/grit-demo/fonts/fontawesome-webfonte0a5.ttf	(from https://designseer.com/html/grit-demo/css/font-awesome.css)
09:06:56	313962/313962	---M-Z	200	added ('OK')	image/svg+xml	date:Sun,%2022%20Sep%202019%2006:07:25%20GMT	https://designseer.com/html/grit-demo/fonts/fontawesome-webfont.svg?v=4.3.0	D:/Andrea/Andrewjr11/Altro/Programmazione/Html/Dom/Sito%20grit/designseer.com/html/grit-demo/fonts/fontawesome-webfonte0a5.svg	(from https://designseer.com/html/grit-demo/css/font-awesome.css)
09:06:56	39226/39226	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2024%20Feb%202021%2008:06:55%20GMT	https://designseer.com/html/grit-demo/css/grabbing.png	D:/Andrea/Andrewjr11/Altro/Programmazione/Html/Dom/Sito%20grit/designseer.com/html/grit-demo/css/grabbing.png	(from https://designseer.com/html/grit-demo/css/owl.carousel.css)
09:06:56	39226/39226	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2024%20Feb%202021%2008:06:55%20GMT	https://designseer.com/html/grit-demo/css/AjaxLoader.gif	D:/Andrea/Andrewjr11/Altro/Programmazione/Html/Dom/Sito%20grit/designseer.com/html/grit-demo/css/AjaxLoader.gif	(from https://designseer.com/html/grit-demo/css/owl.theme.css)
09:06:57	388/388	---M--	200	added ('OK')	image/png	date:Sun,%2022%20Sep%202019%2006:07:25%20GMT	https://designseer.com/html/grit-demo/img/search-white.png	D:/Andrea/Andrewjr11/Altro/Programmazione/Html/Dom/Sito%20grit/designseer.com/html/grit-demo/img/search-white.png	(from https://designseer.com/html/grit-demo/style.css)
09:06:57	603/603	---M--	200	added ('OK')	image/png	date:Sun,%2022%20Sep%202019%2006:07:25%20GMT	https://designseer.com/html/grit-demo/img/bq-bg.png	D:/Andrea/Andrewjr11/Altro/Programmazione/Html/Dom/Sito%20grit/designseer.com/html/grit-demo/img/bq-bg.png	(from https://designseer.com/html/grit-demo/style.css)
09:06:58	174453/174453	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Sep%202019%2006:07:25%20GMT	https://designseer.com/html/grit-demo/img/photo-typo.jpg	D:/Andrea/Andrewjr11/Altro/Programmazione/Html/Dom/Sito%20grit/designseer.com/html/grit-demo/img/photo-typo.jpg	(from https://designseer.com/html/grit-demo/page.html)
09:06:58	195225/195225	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Sep%202019%2006:07:25%20GMT	https://designseer.com/html/grit-demo/img/photo-1501.jpg	D:/Andrea/Andrewjr11/Altro/Programmazione/Html/Dom/Sito%20grit/designseer.com/html/grit-demo/img/photo-1501.jpg	(from https://designseer.com/html/grit-demo/blog.html)
09:06:58	63083/63083	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Sep%202019%2006:07:25%20GMT	https://designseer.com/html/grit-demo/img/07-screenshot.jpg	D:/Andrea/Andrewjr11/Altro/Programmazione/Html/Dom/Sito%20grit/designseer.com/html/grit-demo/img/07-screenshot.jpg	(from https://designseer.com/html/grit-demo/blog.html)
09:06:58	44118/44118	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Sep%202019%2006:07:25%20GMT	https://designseer.com/html/grit-demo/img/08-screenshot.jpg	D:/Andrea/Andrewjr11/Altro/Programmazione/Html/Dom/Sito%20grit/designseer.com/html/grit-demo/img/08-screenshot.jpg	(from https://designseer.com/html/grit-demo/blog.html)
09:06:58	18792/18792	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Sep%202019%2006:07:25%20GMT	https://designseer.com/html/grit-demo/img/ad-250x250.jpg	D:/Andrea/Andrewjr11/Altro/Programmazione/Html/Dom/Sito%20grit/designseer.com/html/grit-demo/img/ad-250x250.jpg	(from https://designseer.com/html/grit-demo/blog.html)
09:06:59	39226/39226	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2024%20Feb%202021%2008:06:58%20GMT	https://designseer.com/html/grit-demo/img/p-1.jpg	D:/Andrea/Andrewjr11/Altro/Programmazione/Html/Dom/Sito%20grit/designseer.com/html/grit-demo/img/p-1.jpg	(from https://designseer.com/html/grit-demo/portfolio-inner.html)
09:06:59	172146/172146	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Sep%202019%2006:07:25%20GMT	https://designseer.com/html/grit-demo/img/in-bg.jpg	D:/Andrea/Andrewjr11/Altro/Programmazione/Html/Dom/Sito%20grit/designseer.com/html/grit-demo/img/in-bg.jpg	(from https://designseer.com/html/grit-demo/blog-post.html)
09:06:59	76998/76998	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Sep%202019%2006:07:25%20GMT	https://designseer.com/html/grit-demo/img/best-quote.jpg	D:/Andrea/Andrewjr11/Altro/Programmazione/Html/Dom/Sito%20grit/designseer.com/html/grit-demo/img/best-quote.jpg	(from https://designseer.com/html/grit-demo/blog-post.html)
09:07:00	20009/20009	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Sep%202019%2006:07:26%20GMT	https://designseer.com/html/grit-demo/img/team/04.jpg	D:/Andrea/Andrewjr11/Altro/Programmazione/Html/Dom/Sito%20grit/designseer.com/html/grit-demo/img/team/04.jpg	(from https://designseer.com/html/grit-demo/blog-post.html)
09:07:00	39226/39226	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2024%20Feb%202021%2008:06:59%20GMT	https://designseer.com/html/grit-demo/Popover%20requires%20tooltip.js	D:/Andrea/Andrewjr11/Altro/Programmazione/Html/Dom/Sito%20grit/designseer.com/html/grit-demo/Popover%20requires%20tooltip.js	(from https://designseer.com/html/grit-demo/js/bootstrap.js)
